Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Hiss,Områdeskod
"Torsgatan 48 A, 6 tr",14 mars 2023,18000000,16450000,Lägenhet,Bostadsrätt,4.5,140.0,Ja,6.0,1912,462.0,,Ja,6
"Sankt Eriksplan 5, 1,5tr / 5tr ö.g",14 mars 2023,10050000,9395000,Lägenhet,Bostadsrätt,3.5,95.0,Ja,5.0,1927,3997.0,,Ja,6
"Hagaesplanaden 80, vån 3",14 mars 2023,7800000,7950000,Lägenhet,Bostadsrätt,4.0,84.0,Ja,3.0,2023,4776.0,1098.0,Ja,6
"Franzéngatan 74, 7tr",14 mars 2023,8300000,7295000,Lägenhet,Bostadsrätt,3.0,92.0,Ja,7.0,2012,4371.0,8100.0,Ja,2
"Eyvind Johnsons Gata 7, 3tr",14 mars 2023,7040000,6495000,Lägenhet,Bostadsrätt,3.5,92.0,Ja,3.0,2010,4265.0,11640.0,Ja,2
Ulriksborgsgatan 16,14 mars 2023,6150000,5995000,Lägenhet,Bostadsrätt,3.0,77.5,Nej,5.0,2010,3649.0,9480.0,Ja,5
"Sonja Kovalevskys Gata 3, vån 9",15 mars 2023,12300000,11950000,Lägenhet,Bostadsrätt,4.0,111.0,Ja,,2017,5500.0,,,6
Karlbergsvägen 72B,15 mars 2023,12050000,11495000,Lägenhet,Bostadsrätt,4.0,109.0,Nej,2.0,1916,5113.0,6400.0,Ja,6
Odengatan 2,15 mars 2023,11050000,10900000,Lägenhet,Bostadsrätt,3.0,93.0,Ja,1.5,1891,4859.0,,Ja,0
Lodgatan 1,15 mars 2023,7495000,7495000,Lägenhet,Bostadsrätt,3.0,71.2,Nej,1.0,1918,2860.0,,Ja,0
Roslagsgatan 41,15 mars 2023,7325000,6995000,Lägenhet,Andel i bostadsförening,3.0,67.0,,1.0,1892,3735.0,6300.0,,0
Styrmansgatan 17,15 mars 2023,27000000,26000000,Lägenhet,Bostadsrätt,5.0,183.0,,2.0,1917,4960.0,,,3
Roslagsgatan 62,15 mars 2023,11350000,11000000,Lägenhet,Bostadsrätt,4.0,97.0,Ja,1.0,1907,2954.0,7800.0,Ja,0
Hälsingegatan 18A,15 mars 2023,7730000,7150000,Lägenhet,Bostadsrätt,3.0,64.0,Ja,1.0,1915,2184.0,,Ja,7
Tomtebogatan 42,15 mars 2023,9625000,8995000,Lägenhet,Bostadsrätt,4.0,89.0,Nej,3.0,1907,3659.0,9240.0,Ja,6
"Sysslomansgatan 14, 6 tr",15 mars 2023,12700000,12600000,Lägenhet,Bostadsrätt,4.0,140.0,Ja,6.0,0,1475.0,6700.0,Ja,1
Karlavägen 52,15 mars 2023,8500000,6995000,Lägenhet,Bostadsrätt,3.0,71.0,,3.0,1942,1454.0,,Ja,9
"Birkagatan 31, 3tr",15 mars 2023,10050000,9250000,Lägenhet,Bostadsrätt,3.0,84.0,Ja,3.0,0,3439.0,5400.0,Ja,6
Skeppargatan 52,15 mars 2023,11100000,10495000,Lägenhet,Bostadsrätt,3.0,81.0,Ja,2.0,1887,3792.0,,Ja,3
Wivalliusgatan 30,16 mars 2023,5495000,5995000,Lägenhet,Bostadsrätt,3.0,70.5,,,2003,4211.0,6600.0,,5
Skeppargatan 5,16 mars 2023,25000000,25000000,Lägenhet,Bostadsrätt,5.0,169.0,,2.0,1900,9230.0,,,9
"Östermalmstorg 5, 2tr",16 mars 2023,14400000,14900000,Lägenhet,Bostadsrätt,4.0,101.0,,2.0,1927,4577.0,18000.0,Ja,9
"Fridhemsgatan 15, 4tr",16 mars 2023,7100000,6795000,Lägenhet,Bostadsrätt,3.0,80.0,Ja,4.0,0,4205.0,9600.0,Ja,1
"Pontonjärgatan 34, 6tr",16 mars 2023,12550000,11750000,Lägenhet,Bostadsrätt,3.5,93.0,Ja,6.0,1928,4689.0,,Ja,1
Kristinebergsvägen 40,16 mars 2023,5950000,5995000,Lägenhet,Bostadsrätt,3.0,71.0,Ja,4.0,1979,3341.0,9600.0,Ja,5
Karlavägen 78,16 mars 2023,33000000,29000000,Lägenhet,Bostadsrätt,4.0,170.0,Ja,1.0,1888,9686.0,10000.0,Ja,3
"Odengatan 71, 6tr",16 mars 2023,12500000,12950000,Lägenhet,Bostadsrätt,4.0,115.0,Ja,6.0,1929,6596.0,,Ja,4
"John Bergs Plan 7, 1.5 tr",16 mars 2023,3850000,3495000,Lägenhet,Bostadsrätt,3.0,38.0,Ja,1.5,1937,2898.0,,Ja,1
Hantverkargatan 85,17 mars 2023,10100000,7995000,Lägenhet,Bostadsrätt,4.0,104.5,Ja,3.0,1896,5617.0,7940.0,Ja,1
"Falugatan 5, 2tr",17 mars 2023,8175000,7975000,Lägenhet,Bostadsrätt,3.0,74.0,Ja,2.0,1925,3910.0,13368.0,Ja,6
"Frejgatan 56, 0,5 TR",17 mars 2023,11150000,11495000,Lägenhet,Bostadsrätt,4.0,110.0,Ja,1.0,1904,3833.0,12000.0,Ja,7
"Birger Sjöbergs Väg 3, 5tr",17 mars 2023,7425000,6550000,Lägenhet,Bostadsrätt,3.0,74.0,Ja,5.0,1930,3947.0,,Ja,2
"Kungstensgatan 65, 3tr",17 mars 2023,12500000,11950000,Lägenhet,Bostadsrätt,4.5,100.0,Ja,3.0,1885,2591.0,3600.0,Ja,4
Norra Stationsgatan 64B,17 mars 2023,9750000,9695000,Lägenhet,Bostadsrätt,4.0,93.5,Ja,,0,5437.0,12156.0,,7
"Thorildsvägen 5, 3tr",17 mars 2023,10800000,9975000,Lägenhet,Bostadsrätt,4.0,121.5,Ja,3.0,1929,7383.0,10872.0,Ja,5
Drottningholmsvägen 64,17 mars 2023,6600000,6495000,Lägenhet,Bostadsrätt,3.0,71.5,Ja,5.0,2012,3173.0,6000.0,Ja,5
Birkagatan 24,18 mars 2023,12700000,11000000,Lägenhet,Bostadsrätt,3.0,93.0,Ja,3.0,1905,4734.0,10000.0,Ja,6
"Odengatan 10, 4tr",18 mars 2023,12620000,11950000,Lägenhet,Bostadsrätt,4.0,93.0,Ja,4.0,1892,4913.0,7600.0,Ja,0
Grev Turegatan 71,18 mars 2023,17600000,17600000,Lägenhet,Bostadsrätt,5.0,126.0,Ja,,1881,6548.0,5500.0,,9
"Vidargatan 4, 2 tr",18 mars 2023,21600000,22000000,Lägenhet,Bostadsrätt,5.0,161.0,Ja,2.0,1905,5744.0,,Ja,7
"Upplandsgatan 15, 4tr",20 mars 2023,18700000,17500000,Lägenhet,Bostadsrätt,4.0,145.0,,4.0,1889,6141.0,10700.0,Ja,4
"Lilla Bantorget 25, 6tr",21 mars 2023,11400000,11495000,Lägenhet,Bostadsrätt,5.0,111.0,Ja,6.0,2009,5558.0,9000.0,Ja,4
Hagaesplanaden 63,21 mars 2023,7550000,7350000,Lägenhet,Bostadsrätt,3.0,75.5,Ja,4.0,2022,5048.0,12948.0,Ja,6
Teknologgatan 9A,21 mars 2023,14500000,13995000,Lägenhet,Bostadsrätt,4.0,93.0,Ja,4.0,1881,5109.0,24000.0,Ja,4
Malmskillnadsgatan 60B,21 mars 2023,6835000,6995000,Lägenhet,Bostadsrätt,3.0,61.0,Ja,1.0,1889,3675.0,10800.0,Nej,0
Industrigatan 14,21 mars 2023,6950000,6650000,Lägenhet,Bostadsrätt,3.0,74.0,Ja,2.0,1935,4287.0,10608.0,Ja,1
"Garvar Lundins Gränd 9, 3 tr",22 mars 2023,9750000,8150000,Lägenhet,Bostadsrätt,3.5,86.0,Nej,3.0,1928,4413.0,7200.0,Ja,8
Polhemsgatan 5,22 mars 2023,8330000,7495000,Lägenhet,Bostadsrätt,3.0,76.0,Ja,1.0,1931,3188.0,11448.0,Ja,1
"Hälsingegatan 8A, 1tr",22 mars 2023,6550000,6750000,Lägenhet,Bostadsrätt,3.0,59.0,Ja,1.0,1906,2220.0,10800.0,Nej,7
"Sankt Eriksgatan 41, 5tr",22 mars 2023,5100000,4950000,Lägenhet,Bostadsrätt,3.0,47.0,,5.0,1937,1375.0,,Ja,1
"Nybrogatan 23B, 3 tr",22 mars 2023,21000000,20000000,Lägenhet,Bostadsrätt,4.0,134.0,Ja,3.0,1886,1026.0,,Ja,9
"Tulegatan 45, 3 tr",22 mars 2023,8825000,8750000,Lägenhet,Bostadsrätt,4.0,90.0,Ja,3.0,1967,1295.0,,Ja,0
"Hagagatan 15C, 3tr",22 mars 2023,8420000,7495000,Lägenhet,Bostadsrätt,3.0,77.0,Ja,3.0,1979,3930.0,8000.0,Ja,4
"Nordenflychtsvägen 62, vån 7",22 mars 2023,10775000,11000000,Lägenhet,Bostadsrätt,4.0,108.0,Ja,7.0,2017,4035.0,13800.0,Ja,2
Norrtullsgatan 13,22 mars 2023,7900000,7595000,Lägenhet,Bostadsrätt,3.0,80.2,Ja,2.0,1937,2472.0,12814.0,Ja,4
"Roslagsgatan 28, 8tr",22 mars 2023,16500000,17995000,Lägenhet,Bostadsrätt,4.0,113.0,Ja,8.0,1974,4425.0,,Ja,0
"Sysslomansgatan 24, 2 tr",23 mars 2023,7750000,7250000,Lägenhet,Bostadsrätt,3.0,89.0,Ja,2.0,1939,5245.0,10560.0,Ja,1
"Torsgatan 38, 4 tr",23 mars 2023,8800000,8495000,Lägenhet,Bostadsrätt,3.5,83.0,Ja,,0,3811.0,16284.0,,6
"Fyrverkarbacken 42, 8 tr",23 mars 2023,11000000,11000000,Lägenhet,Bostadsrätt,5.0,123.3,Ja,8.0,1963,3609.0,7200.0,Ja,5
"Warfvinges Väg 18, vån 2",23 mars 2023,8230000,7395000,Lägenhet,Bostadsrätt,4.0,88.0,,2.0,2015,5729.0,,Ja,5
Tyskbagargatan 14,24 mars 2023,10500000,10950000,Lägenhet,Bostadsrätt,3.0,66.1,Ja,4.0,1886,2824.0,8400.0,Ja,9
"Nybrogatan 57, 3 tr",24 mars 2023,15375000,15950000,Lägenhet,Bostadsrätt,4.0,115.0,Ja,3.0,1936,5577.0,14400.0,Ja,9
"Upplandsgatan 84, 5tr",24 mars 2023,15000000,12900000,Lägenhet,Bostadsrätt,5.0,118.0,Ja,5.0,1911,2832.0,16104.0,Ja,7
Wivalliusgatan 6,24 mars 2023,11650000,10500000,Lägenhet,Bostadsrätt,5.0,119.5,Ja,,2003,6743.0,20939.0,,5
"Upplandsgatan 64, 2 tr",24 mars 2023,15000000,16250000,Lägenhet,Bostadsrätt,5.0,143.0,Nej,2.0,1906,5187.0,19320.0,Ja,7
Grevgatan 39 med balkong,27 mars 2023,16330000,17000000,Lägenhet,Bostadsrätt,5.0,142.0,Ja,,1969,5829.0,8400.0,,3
"Sankt Eriksgatan 24, 2 tr",27 mars 2023,7350000,6850000,Lägenhet,Bostadsrätt,3.0,76.0,Ja,2.0,1984,1679.0,3420.0,Ja,1
"Johannesgatan 3, 2tr.",27 mars 2023,8500000,7995000,Lägenhet,Bostadsrätt,3.0,67.0,Ja,2.0,1888,2988.0,,Ja,0
Norra Stationsgatan 95A,27 mars 2023,7500000,6995000,Lägenhet,Bostadsrätt,4.0,91.0,Ja,4.0,1997,3934.0,,Ja,6
"Tulegatan 49, 3tr",28 mars 2023,9750000,9750000,Lägenhet,Bostadsrätt,3.5,91.0,Ja,3.0,1962,4075.0,13942.0,Ja,0
"Sveavägen 133, 2tr",28 mars 2023,6575000,6700000,Lägenhet,Bostadsrätt,3.0,72.0,Nej,2.0,1926,3737.0,6900.0,Ja,7
"Drottningholmsvägen 1, 3 tr",28 mars 2023,12700000,12450000,Lägenhet,Bostadsrätt,4.0,118.0,,3.0,1906,6126.0,,Ja,1
David Bagares gata 26 A,28 mars 2023,10550000,10700000,Lägenhet,Bostadsrätt,3.0,89.0,Ja,2.0,1882,3962.0,,Ja,0
"Birkagatan 27, 4 tr",28 mars 2023,10850000,10500000,Lägenhet,Bostadsrätt,3.5,90.0,Ja,4.0,1904,4259.0,,Ja,6
Banérgatan 41,28 mars 2023,10000000,9995000,Lägenhet,Bostadsrätt,3.0,76.0,Nej,2.0,0,2935.0,,Ja,3
"Upplandsgatan 22, 3tr",28 mars 2023,13700000,11995000,Lägenhet,Bostadsrätt,3.0,98.0,Ja,3.0,1880,4520.0,8400.0,Ja,4
Ulriksborgsgatan 16,28 mars 2023,7500000,7595000,Lägenhet,Bostadsrätt,4.0,97.0,Ja,6.0,2010,4391.0,7560.0,Ja,5
"Dalagatan 70, 1tr.",28 mars 2023,9900000,9995000,Lägenhet,Bostadsrätt,3.0,80.5,Ja,1.0,1895,3960.0,13000.0,Nej,7
Kronobergsgatan 25 Lgh 1204,29 mars 2023,7025000,6995000,Lägenhet,Bostadsrätt,3.0,86.0,Ja,3.0,0,5221.0,,Ja,1
"Rålambshovsleden 38, 6tr",29 mars 2023,7945000,7895000,Lägenhet,Bostadsrätt,3.0,84.0,Ja,6.0,2008,4686.0,,Ja,1
Dalagatan 35A,29 mars 2023,6425000,6200000,Lägenhet,Bostadsrätt,3.0,54.0,,1.0,1907,2824.0,11600.0,Ja,7
Nina Einhorns Gata 10,29 mars 2023,6200000,6350000,Lägenhet,Bostadsrätt,3.0,71.0,Ja,2.0,2018,4130.0,10460.0,Ja,6
"Alströmergatan 32 I, 2 tr",29 mars 2023,7450000,7995000,Lägenhet,Bostadsrätt,4.5,89.0,Ja,3.0,1929,5141.0,8128.0,Ja,1
"Ingemarsgatan 4, 4tr",29 mars 2023,8700000,7990000,Lägenhet,Bostadsrätt,4.0,99.0,Ja,4.0,1970,4375.0,,Ja,0
"Eastmansvägen 11, 6tr",29 mars 2023,16220000,14750000,Lägenhet,Bostadsrätt,5.0,120.0,Ja,6.0,2009,5277.0,11400.0,Ja,7
Nybrogatan 73,29 mars 2023,18500000,17000000,Lägenhet,Andel i bostadsförening,3.0,107.0,Ja,5.0,1881,2324.0,,Ja,9
Frejgatan 49,29 mars 2023,11700000,12250000,Lägenhet,Bostadsrätt,4.0,103.0,Ja,2.0,1925,2826.0,,Ja,4
Fleminggatan 35,29 mars 2023,9750000,8995000,Lägenhet,Bostadsrätt,3.0,100.0,Ja,3.0,1886,3679.0,12000.0,Ja,8
Upplandsgatan 67A,29 mars 2023,9100000,8000000,Lägenhet,Bostadsrätt,3.0,75.0,Ja,1.0,1901,4338.0,,Ja,7
Kristinebergsvägen 14,30 mars 2023,5770000,5795000,Lägenhet,Bostadsrätt,3.0,71.0,Ja,5.0,0,3701.0,7200.0,Ja,5
Breitenfeldsgatan 1,30 mars 2023,14500000,13950000,Lägenhet,Bostadsrätt,3.0,83.0,,5.0,1929,3618.0,,,3
"Fleminggatan 70, 6tr",30 mars 2023,8175000,7500000,Lägenhet,Bostadsrätt,3.0,73.0,Ja,6.0,1928,2594.0,,Ja,1
Skeppargatan 57,30 mars 2023,17000000,16500000,Lägenhet,Bostadsrätt,4.0,114.0,Ja,3.0,1923,4044.0,21900.0,Ja,3
"Norra Agnegatan 34A, 1 tr",30 mars 2023,11000000,10495000,Lägenhet,Bostadsrätt,4.0,93.0,Ja,1.0,1888,3794.0,,Ja,8
Bergsgatan 5B,30 mars 2023,14400000,11950000,Lägenhet,Bostadsrätt,4.0,118.0,Ja,1.0,1906,5129.0,14300.0,Ja,8
Kommendörsgatan 4,30 mars 2023,9995000,9995000,Lägenhet,Bostadsrätt,4.0,78.0,Ja,1.0,1879,3950.0,9250.0,Ja,9
"Kaptensgatan 11, 4tr",31 mars 2023,20000000,18950000,Lägenhet,Bostadsrätt,4.0,129.0,,4.0,1882,5208.0,,Ja,9
"Luntmakargatan 61, 1 tr",31 mars 2023,11500000,12000000,Lägenhet,Bostadsrätt,4.0,113.0,Ja,2.0,1885,6980.0,10000.0,Ja,0
Lill-Jans Plan 3A,31 mars 2023,6900000,7500000,Lägenhet,Bostadsrätt,3.0,64.0,,1.0,1896,4094.0,15000.0,,9
"Wittstocksgatan 30, 3tr",31 mars 2023,9000000,8250000,Lägenhet,Bostadsrätt,3.0,76.0,Ja,3.0,1938,1431.0,4800.0,Ja,3
Idungatan 8A,31 mars 2023,9000000,8695000,Lägenhet,Bostadsrätt,3.0,73.0,Ja,,0,2926.0,8400.0,,7
Sveavägen 136,31 mars 2023,8375000,8495000,Lägenhet,Bostadsrätt,3.0,80.0,Ja,3.0,1937,2667.0,,Ja,4
"Carl-Gustaf Lindstedts Gata 6, 5 tr",31 mars 2023,6550000,6150000,Lägenhet,Bostadsrätt,3.0,81.5,Ja,5.0,1998,6054.0,7020.0,Ja,8
Regeringsgatan 70D,31 mars 2023,9600000,9495000,Lägenhet,Bostadsrätt,4.0,103.0,Ja,1.0,1982,4030.0,6850.0,Ja,0
Wittstocksgatan 7,1 april 2023,18600000,18500000,Lägenhet,Bostadsrätt,3.0,132.0,Ja,5.0,1925,4996.0,8000.0,Ja,3
"Dalagatan 30, 4 tr",1 april 2023,11850000,11495000,Lägenhet,Bostadsrätt,4.0,90.0,Ja,4.0,1886,2662.0,9000.0,Ja,4
Karlavägen 8,3 april 2023,11800000,12000000,Lägenhet,Bostadsrätt,4.0,100.0,Ja,1.0,1994,3775.0,9500.0,Ja,0
Fredrikshovsgatan 10,3 april 2023,18100000,19750000,Lägenhet,Bostadsrätt,4.0,150.0,Ja,1.5,1921,6493.0,7000.0,Ja,3
"Linnégatan 60, 1 tr",3 april 2023,10100000,10500000,Lägenhet,Bostadsrätt,3.0,77.0,Ja,1.0,1894,4232.0,,Ja,3
Engelbrektsgatan 16,3 april 2023,10500000,10900000,Lägenhet,Bostadsrätt,3.5,87.0,Ja,2.0,1879,4422.0,,Ja,9
Lindhagensgatan 77,3 april 2023,4850000,5100000,Lägenhet,Bostadsrätt,3.0,62.0,Ja,1.0,1979,3050.0,5400.0,Ja,5
"Norr Mälarstrand 96, 3tr",4 april 2023,12750000,12500000,Lägenhet,Bostadsrätt,4.0,117.0,Ja,3.0,1939,6113.0,7560.0,Ja,1
"Valhallavägen 82, 1,5 tr",4 april 2023,14800000,15750000,Lägenhet,Bostadsrätt,4.0,130.0,Ja,1.5,1895,4882.0,,Ja,9
Valhallavägen 61,4 april 2023,12650000,12700000,Lägenhet,Bostadsrätt,4.0,152.0,Ja,3.0,1931,6375.0,11400.0,Ja,0
"Rådmansgatan 80 A, 3tr",4 april 2023,10850000,11000000,Lägenhet,Bostadsrätt,4.0,107.0,Ja,3.0,1885,5569.0,,Ja,4
Dalagatan 102,4 april 2023,7100000,7300000,Lägenhet,Bostadsrätt,3.0,77.0,Ja,2.0,2023,3801.0,,Ja,4
Sankt Eriksgatan 18,4 april 2023,9400000,8650000,Lägenhet,Bostadsrätt,3.0,91.0,Ja,,1913,4347.0,,,1
"P O Hallmans gata 5, 4tr",4 april 2023,10500000,10295000,Lägenhet,Bostadsrätt,5.0,121.0,Ja,4.0,1997,7007.0,,Ja,8
"Warfvinges väg 18, vån 12",4 april 2023,6425000,6495000,Lägenhet,Bostadsrätt,3.0,78.5,Ja,12.0,2015,5204.0,8508.0,Ja,5
"Surbrunnsgatan 13, 1/2tr",4 april 2023,8700000,7495000,Lägenhet,Bostadsrätt,3.0,70.0,,1.0,1885,3074.0,,Nej,0
Hjalmar Söderbergs väg 8,4 april 2023,7000000,7300000,Lägenhet,Bostadsrätt,3.0,82.0,Ja,3.0,2020,4442.0,9840.0,Ja,2
Wennerbergsgatan 2,4 april 2023,6100000,5995000,Lägenhet,Bostadsrätt,4.0,87.0,Ja,6.0,1944,5808.0,8796.0,Ja,5
"Sturegatan 44C, 3+4tr",5 april 2023,12750000,13250000,Lägenhet,Bostadsrätt,3.0,110.0,Ja,3.0,1897,5225.0,28200.0,,9
"Pilgatan 19C, 2 tr",5 april 2023,8610000,8695000,Lägenhet,Bostadsrätt,4.0,87.0,Ja,2.0,1884,5075.0,,Ja,8
"Bergsgatan 49, 3tr",5 april 2023,7495000,7495000,Lägenhet,Bostadsrätt,3.0,77.0,Ja,3.0,1931,3875.0,16200.0,Ja,8
"Hornsbergs Strand 85, vån 3",5 april 2023,5670000,5495000,Lägenhet,Bostadsrätt,3.0,65.0,Ja,3.0,2011,3307.0,9324.0,Ja,2
"Scheelegatan 28, 4TR",5 april 2023,9050000,8695000,Lägenhet,Bostadsrätt,3.0,78.0,Nej,4.0,1885,3064.0,10950.0,Ja,8
"Vikingagatan 7, 5tr",5 april 2023,7650000,7250000,Lägenhet,Bostadsrätt,3.0,71.0,Nej,5.0,1911,3660.0,,Ja,6
Hantverkargatan 44,5 april 2023,8650000,8295000,Lägenhet,Bostadsrätt,3.0,81.0,Ja,3.0,1884,4725.0,,Ja,8
"Karlbergsvägen 66A, 2tr",5 april 2023,10495000,10495000,Lägenhet,Bostadsrätt,3.0,95.7,Ja,2.0,1906,4915.0,17126.0,Nej,6
Birger Jarlsgatan 93B,5 april 2023,10400000,9995000,Lägenhet,Bostadsrätt,4.0,79.0,Ja,,1912,3718.0,,,0
Västeråsgatan 9,6 april 2023,9350000,9250000,Lägenhet,Bostadsrätt,3.0,85.0,Ja,4.0,1924,4274.0,5460.0,Ja,7
"Gästrikegatan 11A, vån 3 ö.g",6 april 2023,9000000,8295000,Lägenhet,Bostadsrätt,3.0,72.0,Ja,3.0,1909,3259.0,,Nej,6
"Lilla Västerbron 10, vån 8",6 april 2023,9900000,0,Lägenhet,Bostadsrätt,4.0,108.5,Ja,8.0,2009,5014.0,,Ja,1
Ivan Oljelunds gränd 2,6 april 2023,6570000,6650000,Lägenhet,Bostadsrätt,3.0,76.0,Nej,1.0,1997,5647.0,12300.0,Ja,8
"John Ericssonsgatan 7, 1 tr (vån 2)",6 april 2023,8000000,7950000,Lägenhet,Bostadsrätt,3.5,84.0,Ja,2.0,1934,4343.0,9900.0,Ja,8
"Ynglingagatan 19, 5 tr",6 april 2023,11250000,12000000,Lägenhet,Bostadsrätt,4.0,100.0,Ja,5.0,1905,4563.0,7700.0,Ja,7
Olof Palmes gata 14,6 april 2023,6850000,6995000,Lägenhet,Bostadsrätt,3.0,76.0,Ja,2.0,1986,3544.0,,Ja,0
"Bråvallagatan 10, 2tr",6 april 2023,7150000,6995000,Lägenhet,Bostadsrätt,3.0,67.0,Ja,2.0,1916,2238.0,5520.0,Nej,6
"Garvargatan 7, 2 tr",10 april 2023,7650000,7995000,Lägenhet,Bostadsrätt,3.0,83.0,,2.0,1928,2866.0,,Ja,8
Strandvägen 11,11 april 2023,67000000,60000000,Lägenhet,Bostadsrätt,8.0,239.0,Ja,3.0,1894,6409.0,,Ja,9
Robert Almströmsgatan 6,11 april 2023,5975000,5900000,Lägenhet,Bostadsrätt,3.0,64.0,Nej,0.5,1927,3780.0,,Ja,6
Hagagatan 11,11 april 2023,7000000,6500000,Lägenhet,Bostadsrätt,3.0,69.0,Nej,,1883,3268.0,8000.0,,4
"Tomtebogatan 32, 2tr.",11 april 2023,9150000,8995000,Lägenhet,Bostadsrätt,3.0,85.0,,2.0,1909,4606.0,10271.0,Ja,6
Runiusgatan 5,11 april 2023,8495000,8695000,Lägenhet,Bostadsrätt,4.0,107.0,Ja,4.0,1931,4554.0,8568.0,Ja,2
"Pilgatan 26, vån 4",12 april 2023,8400000,6995000,Lägenhet,Bostadsrätt,3.0,73.0,Ja,4.0,1900,5387.0,,Ja,8
Lilla Västerbron 10,12 april 2023,7200000,6995000,Lägenhet,Bostadsrätt,3.0,85.5,Ja,,2008,4284.0,,,1
Igeldammsgatan 22 A,12 april 2023,7975000,7350000,Lägenhet,Bostadsrätt,3.0,83.0,,2.0,1897,4558.0,5100.0,Ja,1
"Heimdalsgatan 5, 3tr",12 april 2023,14200000,13500000,Lägenhet,Bostadsrätt,5.0,103.0,Ja,3.0,1907,4755.0,,Ja,7
Hjalmar Söderbergs väg 6,13 april 2023,6625000,6495000,Lägenhet,Bostadsrätt,3.0,82.0,Nej,1.0,2019,4442.0,11148.0,Ja,2
Norrbackagatan 70B,14 april 2023,7650000,7695000,Lägenhet,Bostadsrätt,3.0,85.0,Nej,1.0,1924,4134.0,,Ja,6
"Hagagatan 15E, 4tr",14 april 2023,8125000,7450000,Lägenhet,Bostadsrätt,3.0,77.0,Ja,4.0,1979,3930.0,7700.0,Ja,4
Fyrverkarbacken 27,14 april 2023,6000000,5995000,Lägenhet,Bostadsrätt,3.0,71.0,Ja,8.0,1962,4591.0,8148.0,Ja,5
"Hornsbergs Strand 99, 2tr",14 april 2023,8650000,8800000,Lägenhet,Bostadsrätt,3.0,88.0,Ja,2.0,2012,3506.0,17400.0,Ja,2
"Ynglingagatan 19, 4 tr",14 april 2023,16400000,16000000,Lägenhet,Bostadsrätt,5.0,143.0,Ja,4.0,1905,6489.0,8400.0,Ja,7
"Riddargatan 46, 2tr",16 april 2023,9200000,9495000,Lägenhet,Bostadsrätt,3.0,81.0,Ja,2.0,1939,5410.0,,Ja,3
Fridhemsgatan 48,16 april 2023,9150000,7995000,Lägenhet,Bostadsrätt,3.0,78.0,Ja,2.0,1885,3003.0,2400.0,Ja,1
"Torsplan 10, våning 4",16 april 2023,9900000,10395000,Lägenhet,Bostadsrätt,4.0,88.0,Ja,4.0,2021,6675.0,,Ja,6
Birger Jarlsgatan 113a,16 april 2023,6700000,6995000,Lägenhet,Bostadsrätt,3.0,74.0,Nej,0.5,1904,3183.0,7200.0,Ja,0
Ruddammsbacken 28,17 april 2023,6495000,6495000,Lägenhet,Bostadsrätt,3.0,79.0,Ja,3.0,1939,4879.0,,,0
Johannes plan 3,17 april 2023,12900000,12995000,Lägenhet,Bostadsrätt,4.0,113.0,Ja,1.5,1885,4314.0,11200.0,Ja,0
"Kristinebergs slottsväg 7, vån 7",17 april 2023,9200000,9200000,Lägenhet,Bostadsrätt,4.0,94.0,Ja,7.0,2020,4981.0,10800.0,Ja,2
"Sigtunagatan 8 A, 3 tr",18 april 2023,8700000,7895000,Lägenhet,Bostadsrätt,3.0,68.0,Ja,3.0,1901,2726.0,8000.0,,7
Sankt Göransgatan 152,18 april 2023,5600000,5795000,Lägenhet,Bostadsrätt,3.0,77.0,Ja,2.0,1967,3749.0,,Ja,5
Västmannagatan 53,18 april 2023,12650000,12000000,Lägenhet,Bostadsrätt,3.0,88.0,Ja,2.0,1885,3248.0,7700.0,Ja,4
Gävlegatan 6,18 april 2023,8200000,7795000,Lägenhet,Bostadsrätt,3.0,77.0,,,1927,4031.0,,,6
"Torsgatan 38A, 2tr ög",18 april 2023,9150000,8195000,Lägenhet,Bostadsrätt,3.5,76.0,Ja,2.0,1929,3380.0,12000.0,Ja,6
Karlbergsvägen 83A,18 april 2023,9500000,8995000,Lägenhet,Bostadsrätt,5.0,105.0,Ja,2.0,1982,4644.0,9600.0,Ja,6
"Rålambshovsleden 44, vån 6",19 april 2023,8100000,7975000,Lägenhet,Bostadsrätt,3.0,84.0,Ja,6.0,2008,4686.0,,Ja,5
"Emmy rappes gata 3, vån 10",19 april 2023,7100000,6995000,Lägenhet,Bostadsrätt,3.0,66.0,Nej,10.0,2021,4772.0,6167.0,Ja,6
"Gästrikegatan 14, 4tr",19 april 2023,11400000,11250000,Lägenhet,Bostadsrätt,3.0,90.0,Ja,4.0,1899,4044.0,6600.0,Ja,6
Valhallavägen 148C,19 april 2023,8250000,7950000,Lägenhet,Bostadsrätt,3.0,79.0,Ja,4.0,1973,3329.0,7300.0,Ja,3
Kungsholms kyrkoplan 6,19 april 2023,7150000,6995000,Lägenhet,Bostadsrätt,3.0,67.0,Ja,1.0,1935,3018.0,11000.0,Ja,8
"Atterbomsvägen 30, 3tr",19 april 2023,6850000,6495000,Lägenhet,Bostadsrätt,3.0,75.0,Ja,3.0,1937,3934.0,15456.0,Ja,5
"Bergsgatan 3, 5tr",19 april 2023,20200000,19900000,Lägenhet,Bostadsrätt,4.0,135.0,Ja,5.0,1913,4934.0,18000.0,Ja,8
